"seqnames","start","end","min_smoothed_fdr","meandiff","overlapping.genes","probes","Source"
"chr6",27720905,27721064,0.999653957653172,4.14844232736604e-05,NA,"cg04928372;cg10878531","Control"
"chr6",32802924,32802958,0.999653957653172,-0.00072758425490189,NA,"cg25139471;cg08358188","Control"
"chr6",40359007,40359130,0.999653957653172,-0.00630984693094629,"TDRG1, AL139275.1","cg01200021;cg07369374","Control"
"chr6",52442344,52442381,0.999653957653172,0.000736592219096332,"EFHC1","cg17216600;cg22248011","Control"
"chr6",87607178,87607195,0.999653957653172,0.00650080638363169,"ORC3","cg08255233;cg09447217","Control"
"chr6",100896392,100896674,0.999653957653172,-0.000416075745950569,NA,"cg00087368;cg16565394","Control"
"chr6",100911526,100911550,0.999653957653172,-0.000952465208866156,NA,"cg12865837;cg24592906","Control"
"chr6",152795042,152795102,0.999653957653172,0.00863588960358062,"LINC02840","cg21606405;cg07092233","Control"
"chr6",161557748,161557754,0.999653957653172,0.00820486716538789,"PRKN","cg17999280;cg09221482","Control"
"chr6",167039963,167040440,0.999653957653172,4.54813853367423e-05,"CEP43, Z94721.2","cg08802604;cg02565068","Control"
"chr6",168147981,168148018,0.999653957653172,-0.00171108000852511,NA,"cg03703733;cg18469813","Control"
"chr6",168390888,168390911,0.999653957653172,0.000745987341858398,NA,"cg02368583;cg13488284","Control"
"chr6",168797235,168797376,0.999653957653172,0.00170913243819265,NA,"cg05388401;cg17308726","Control"
"chr6",169569703,169569740,0.999653957653172,-0.000682173827792075,"AL031315.1, WDR27","cg16070740;cg25731866","Control"
"chr7",1233285,1233469,0.999653957653172,-0.00918600471611259,"UNCX","cg02387554;cg14433314","Control"
"chr7",3084077,3084516,0.999653957653172,-0.00222813431372543,"AC024028.1","cg06173509;cg18321354","Control"
"chr7",4118609,4118685,0.999653957653172,0.00363171637084403,"SDK1","cg01310605;cg06332777","Control"
"chr7",4820767,4820880,0.999653957653172,0.00255729484228466,"RADIL","cg21086902;cg00083265","Control"
"chr7",6616919,6617015,0.999653957653172,-0.000505099531543053,"ZNF853","cg10501074;cg06218066","Control"
"chr7",43151828,43151877,0.999653957653172,0.0131656012787724,"HECW1, HECW1-IT1","cg25803632;cg01971676","Control"
"chr7",47479433,47479511,0.999653957653172,0.000923445396419397,"TNS3","cg26672672;cg09696706","Control"
"chr7",100034454,100034753,0.999653957653172,0.00252266625745949,"ZKSCAN1","cg27321079;cg01314743","Control"
"chr7",101330867,101331643,0.999653957653172,-0.00120295180306908,NA,"cg00573948;cg01392097","Control"
"chr7",127807832,127808092,0.999653957653172,0.00121766466155159,"SND1","cg08619651;cg09079909","Control"
"chr7",150026998,150027050,0.999653957653172,-0.00090724373401528,NA,"cg09137301;cg04999691","Control"
"chr7",150145454,150145527,0.999653957653172,0.00554771649616368,NA,"cg27600265;cg18581929","Control"
"chr7",150644866,150645092,0.999653957653172,0.000133384208013669,NA,"cg17402325;cg05998486","Control"
"chr7",155790801,155790956,0.999653957653172,-0.00692820435038365,NA,"cg12712184;cg09016797","Control"
"chr7",157937468,157937891,0.999653957653172,-0.00104950315430534,"PTPRN2","cg17360832;cg21380084","Control"
"chr8",832260,832917,0.999653957653172,0.0131444692242114,"DLGAP2","cg03494825;cg21352158","Control"
"chr8",1094770,1094826,0.999653957653172,-0.00242119441602728,"DLGAP2","cg02698900;cg03636930","Control"
"chr8",1381012,1381090,0.999653957653172,-0.00295339529326509,"DLGAP2, AF067845.5","cg03917158;cg16457307","Control"
"chr8",65293126,65293734,0.999653957653172,-0.000540139113384481,NA,"cg07773510;cg16464373","Control"
"chr8",99182441,99182490,0.999653957653172,0.000734658482097185,"VPS13B","cg03588039;cg11956930","Control"
"chr8",134224814,134224890,0.999653957653172,-0.00159479181585685,"AC105180.2, AC105180.1","cg04421974;cg15463563","Control"
"chr8",141644455,141644897,0.999653957653172,-0.000284238005541352,"AC025839.1","cg13383332;cg16286776","Control"
"chr8",144416404,144416485,0.999653957653172,0.000270642071611279,"SLC39A4","cg23629150;cg12188860","Control"
"chr8",144460945,144461183,0.999653957653172,0.00181911665814151,"CYHR1","cg05991938;cg23961973","Control"
"chr8",145018075,145018185,0.999653957653172,-3.99906240409201e-05,NA,"cg21550172;cg26763284","Control"
"chr8",145028093,145028103,0.999653957653172,0.00282270102557544,NA,"cg06452769;cg14234406","Control"
"chr9",19789287,19789383,0.999653957653172,-0.00620126986359762,"AL158077.2","cg19143209;cg14633398","Control"
"chr9",27610826,27610877,0.999653957653172,0.00727822720630862,NA,"cg13615109;cg13716323","Control"
"chr9",35757158,35757314,0.999653957653172,0.000117862558397276,"RGP1, AL133410.2","cg13439181;cg20227976","Control"
"chr9",96708224,96708288,0.999653957653172,0.00129617887041773,"AL589843.1","cg13867237;cg00196372","Control"
"chr9",126807511,126808013,0.999653957653172,-0.000326994914748484,"ZBTB43","cg00938819;cg03923432","Control"
"chr9",133413080,133413095,0.999653957653172,0.0031412853367434,"REXO4","cg13850401;cg07392601","Control"
"chr9",139872839,139872871,0.999653957653172,-0.000883925120630859,NA,"cg14608180;cg21240441","Control"
"chr9",139910045,139910220,0.999653957653172,0.00158944121227622,NA,"cg01229519;cg13959595","Control"
"chr10",7830180,7830420,0.999653957653172,-0.000351462979539643,"TAF3","cg16722292;cg00311046","Control"
"chr10",13425475,13425688,0.999653957653172,0.012312738768116,NA,"cg05860475;cg04907738","Control"
"chr10",44806558,44806753,0.999653957653172,0.000561799526001714,"EIF2AP4, TMEM72-AS1","cg03516452;cg04192327","Control"
"chr10",63660958,63661065,0.999653957653172,-0.00151255244799658,NA,"cg25961903;cg06062519","Control"
"chr10",72454006,72454026,0.999653957653172,-0.000174652611253265,"MICU1","cg06982745;cg14557288","Control"
"chr10",80829147,80829916,0.999653957653172,-0.0026269172165388,NA,"cg18898693;cg02294146","Control"
"chr10",86998609,86998622,0.999653957653172,-0.00127804030605283,"AGAP11, BMS1P3, AL136982.1, AL136982.6","cg12234392;cg09287096","Control"
"chr10",94429542,94429569,0.999653957653172,0.000145105439897633,"TBC1D12","cg25093409;cg27023235","Control"
"chr10",94826314,94826319,0.999653957653172,0.0054022172634271,"AL583836.1, CYP2C19","cg06857304;cg02466572","Control"
"chr10",96305958,96306137,0.999653957653172,0.000803090183290709,"DNTT, AL136181.1","cg07489134;cg07388132","Control"
"chr10",102905737,102906057,0.999653957653172,0.00154727429283888,"AL356608.3","cg00961866;cg26701408","Control"
"chr10",112839302,112839446,0.999653957653172,0.00115954739982942,NA,"cg11367939;cg19032597","Control"
"chr10",115615055,115615082,0.999653957653172,-7.45523358908788e-05,"ATRNL1","cg01604073;cg23404562","Control"
"chr10",118387095,118387327,0.999653957653172,-0.0314282075873828,"LINC00867","cg24689026;cg01175142","Control"
"chr10",131151594,131151653,0.999653957653172,0.00725203491048587,"TCERG1L","cg05822658;cg11688553","Control"
"chr10",131765379,131765778,0.999653957653172,-0.000613559055413474,NA,"cg16620392;cg17160984","Control"
"chr11",420266,420681,0.999653957653172,0.00914431152301788,"ANO9","cg19528419;cg05122969","Control"
"chr11",1717919,1718086,0.999653957653172,-0.00100645980392156,NA,"cg01703086;cg09750643","Control"
"chr11",1959865,1960093,0.999653957653172,0.00631039521696504,"MRPL23","cg19130860;cg17223748","Control"
"chr11",7694163,7694188,0.999653957653172,0.00258299710144933,"OVCH2","cg05919312;cg07058027","Control"
"chr11",15963106,15963167,0.999653957653172,-0.00239339808184144,NA,"cg05565400;cg20446948","Control"
"chr11",47376985,47377212,0.999653957653172,0.00624503767817563,"SPI1","cg06784824;cg03711944","Control"
"chr11",66406631,66406744,0.999653957653172,-6.7140231031545e-05,NA,"cg18430082;cg13069535","Control"
"chr11",66529822,66529885,0.999653957653172,-0.00219635896675195,"AP002748.5, BBS1, ZDHHC24","cg09763120;cg09608008","Control"
"chr11",67070233,67070238,0.999653957653172,-0.00559534834910487,"RHOD","cg01376079;cg20705781","Control"
"chr11",92600066,92600238,0.999653957653172,-0.00214450759377679,"FAT3","cg14848783;cg24298860","Control"
"chr11",112151247,112151305,0.999653957653172,0.00279419168371696,"AP002884.2, IL18","cg16877339;cg10568225","Control"
"chr11",122311384,122311446,0.999653957653172,-0.00414284271739131,"MIR100HG","cg01891497;cg17432267","Control"
"chr12",69979562,69979622,0.999653957653172,0.000531766441602728,"PRANCR","cg05062047;cg25630676","Control"
"chr12",91347962,91348077,0.999653957653172,0.00106577562105707,"LINC02823","cg19441128;cg23856280","Control"
"chr12",110437232,110437259,0.999653957653172,0.00166458121781756,"AC144548.1, ARPC3","cg23851412;cg16616734","Control"
"chr12",125145446,125145553,0.999653957653172,-0.00511700916453543,NA,"cg12077664;cg27645498","Control"
"chr12",125302114,125302246,0.999653957653172,0.00207983401790289,"TMEM132B","cg17514098;cg15933484","Control"
"chr12",127630314,127630550,0.999653957653172,0.00528664889727197,NA,"cg26338947;cg02072400","Control"
"chr12",127865703,127865826,0.999653957653172,-0.000395111534100594,NA,"cg21549294;cg07366196","Control"
"chr12",131213065,131213205,0.999653957653172,-0.000621908823529388,"LINC01257","cg04070728;cg05358915","Control"
"chr13",20458792,20458820,0.999653957653172,0.00147204747868719,"CRYL1","cg24197734;cg16267112","Control"
"chr13",23422746,23422801,0.999653957653172,-0.000892105384910471,"SACS-AS1, SACS","cg06509223;cg20196215","Control"
"chr13",25621118,25621328,0.999653957653172,0.000507513967178181,"ATP8A2","cg23718462;cg18098400","Control"
"chr13",31248597,31248636,0.999653957653172,0.000520270443307758,"B3GLCT","cg24822503;cg12489526","Control"
"chr13",45009477,45009596,0.999653957653172,-0.000429319744245524,"GPALPP1, AL359706.1","cg07288445;cg05393688","Control"
"chr13",48892244,48892551,0.999653957653172,0.0278234586807332,NA,"cg11408952;cg27182551","Control"
"chr13",52377730,52377825,0.999653957653172,-0.000275119047740838,"THSD1","cg19576806;cg16948199","Control"
"chr13",91999408,91999555,0.999653957653172,0.00132224789428815,"GPC5","cg25139619;cg09732987","Control"
"chr13",112668176,112668240,0.999653957653172,0.00322297058823523,"ATP11AUN","cg05737007;cg06116255","Control"
"chr13",113647429,113647549,0.999653957653172,0.00120473081841431,NA,"cg06905499;cg17545853","Control"
"chr14",78083170,78083305,0.999653957653172,0.000599654820971865,NA,"cg18569885;cg27553433","Control"
"chr14",89883534,89883537,0.999653957653172,0.00110967565217391,"AL137230.2, EFCAB11","cg04728121;cg26921187","Control"
"chr14",104770879,104771009,0.999653957653172,0.00593169603580556,"AKT1","cg26231272;cg23142004","Control"
"chr14",105246532,105246561,0.999653957653172,0.00372421268670076,"BRF1","cg02072813;cg10100767","Control"
"chr14",105445224,105445253,0.999653957653172,0.00324824995737429,"TEX22, MTA1","cg02719508;cg01412886","Control"
"chr15",53086630,53086726,0.999653957653172,0.0170686661082694,NA,"cg12932613;cg02723856","Control"
"chr15",85525744,85526198,0.999653957653172,-0.00196044587809035,"AKAP13","cg02913089;cg02903680","Control"
"chr16",707601,707712,0.999653957653172,0.00321117182438192,"Z97653.2","cg06275028;cg09136821","Control"
"chr16",863510,863884,0.999653957653172,0.00267228741261722,"LMF1","cg03313654;cg20911831","Control"
"chr16",1793411,1793488,0.999653957653172,-0.000120056811168005,"SPSB3, IGFALS","cg27391497;cg06008638","Control"
"chr16",30645901,30646006,0.999653957653172,-0.00163757962105712,NA,"cg07444251;cg06714444","Control"
"chr16",50059422,50059684,0.999653957653172,-0.00035680660699062,"AC007610.1","cg08138475;cg09113665","Control"
"chr16",68678998,68679417,0.999653957653172,0.00122401735763001,"CDH3","cg17733331;cg16373202","Control"
"chr16",79692354,79692516,0.999653957653172,-0.00143272919863603,"LINC01229","cg08305942;cg04205616","Control"
"chr16",86611714,86612312,0.999653957653172,0.00376399292412608,NA,"cg06114987;cg00584450","Control"
"chr17",2756341,2756701,0.999653957653172,0.00210765866581416,"RAP1GAP2","cg23015138;cg27475442","Control"
"chr17",38264529,38264650,0.999653957653172,0.0013507087314578,NA,"cg25503565;cg22750557","Control"
"chr17",48263150,48263159,0.999653957653172,0.000973589142369989,"SKAP1","cg00439089;cg16514513","Control"
"chr17",62019144,62019307,0.999653957653172,0.00172303510443305,"MED13","cg17295589;cg09760889","Control"
"chr17",66016097,66016358,0.999653957653172,-0.00794347215686275,"CEP112","cg22850234;cg13114622","Control"
"chr17",73577422,73577744,0.999653957653172,0.000464948806479127,"SDK2","cg04070976;cg06405563","Control"
"chr17",78617738,78617750,0.999653957653172,-0.00252397664109122,"SCAT1","cg03637703;cg27313007","Control"
"chr17",78822725,78822923,0.999653957653172,-0.000425851278772392,"USP36","cg13945540;cg04102793","Control"
"chr17",79206210,79206371,0.999653957653172,-0.000898311954816832,"RBFOX3","cg13278727;cg26293001","Control"
"chr17",79283300,79283390,0.999653957653172,-0.0289271276641092,"RBFOX3","cg11556592;cg17393016","Control"
"chr17",79320473,79320652,0.999653957653172,0.00170502603154304,"RBFOX3","cg04337928;cg03871754","Control"
"chr17",79963651,79963691,0.999653957653172,0.00744988223444156,"TBC1D16","cg04817870;cg23160483","Control"
"chr17",80300614,80300821,0.999653957653172,0.000630467817561794,"RNF213","cg04569555;cg13258195","Control"
"chr18",13641529,13641735,0.999653957653172,0.0049755071773231,"LDLRAD4","cg25140190;cg01022219","Control"
"chr18",30350935,30350977,0.999653957653172,-0.000724736856351243,"AC115100.1","cg06485671;cg00389976","Control"
"chr18",52495541,52495605,0.999653957653172,0.000547079407502133,"DCC","cg06958567;cg09052983","Control"
"chr18",77440287,77440800,0.999653957653172,5.83874931798874e-05,"AC124254.2","cg01110525;cg01589580","Control"
"chr19",1908328,1908388,0.999653957653172,-2.30126598464364e-05,"SCAMP4, ADAT3","cg01397065;cg20243900","Control"
"chr19",2427956,2427982,0.912913424329717,0.00223404536658141,"LMNB2","cg10610348;cg21388793","Control"
"chr19",2790475,2790585,0.999653957653172,-0.000178762390878051,"THOP1","cg18592294;cg25806370","Control"
"chr19",4008018,4008209,0.999653957653172,0.000767045703324807,"PIAS4","cg02163486;cg13619768","Control"
"chr19",4280054,4280361,0.999653957653172,0.00275813681713555,"SHD","cg18581445;cg05891007","Control"
"chr19",7581188,7581414,0.999653957653172,-0.00129693206606991,NA,"cg19756929;cg15013475","Control"
"chr19",10025176,10025507,0.999653957653172,0.00190021485080989,NA,"cg06159220;cg05877088","Control"
"chr19",10362455,10362462,0.999653957653172,0.000461964297527708,"TYK2","cg06711307;cg08030210","Control"
"chr19",10490782,10491173,0.999653957653172,0.000477702442455242,"KEAP1, AC011461.1","cg24226087;cg18856252","Control"
"chr19",14169966,14170019,0.999653957653172,-0.000519548770247233,"AC022098.1, ADGRL1","cg18720973;cg01336912","Control"
"chr19",15488783,15488902,0.999653957653172,-0.00425633951406647,"PGLYRP2","cg03654623;cg22765626","Control"
"chr19",18234076,18234711,0.999653957653172,-0.0244282619300938,"AC008397.2, PDE4C","cg14317046;cg26325791","Control"
"chr19",34397955,34398004,0.999653957653172,0.00647015588235294,"GPI, AC092073.1","cg02402024;cg19985870","Control"
"chr19",49244004,49244040,0.999653957653172,-0.00414333064791129,NA,"cg05432996;cg10347828","Control"
"chr19",49926070,49926276,0.999653957653172,-0.00448923384057971,"IL4I1, NUP62, AC011452.1","cg00386456;cg14060828","Control"
"chr19",50921232,50921353,0.999653957653172,-0.00595355562659845,NA,"cg13918544;cg07979271","Control"
"chr19",56028425,56028542,0.999653957653172,9.11372583120211e-05,"NLRP5","cg20719132;cg00509507","Control"
"chr19",58144833,58144998,0.999653957653172,0.00110129671781757,"ZNF329","cg12966801;cg21262300","Control"
"chr20",17206946,17206999,0.999653957653172,-0.00262853674595056,NA,"cg01815529;cg00621913","Control"
"chr20",25565460,25565879,0.999653957653172,0.000755265818414326,"NINL","cg09088834;cg09804398","Control"
"chr20",30777790,30778039,0.999653957653172,0.000800977468030686,NA,"cg07071389;cg06686029","Control"
"chr20",61158170,61158340,0.999653957653172,0.00389292566069908,NA,"cg18321495;cg13576946","Control"
"chr20",62588125,62588587,0.999653957653172,0.000184628025149191,NA,"cg24524435;cg15028052","Control"
"chr20",62886664,62886751,0.999653957653172,0.000862000306905366,"DIDO1","cg04630848;cg13218906","Control"
"chr21",36259460,36259797,0.999653957653172,-0.0101564055473146,"DOP1B","cg06758350;cg01725383","Control"
"chr21",38080526,38080694,0.999653957653172,0.00432023001236147,"KCNJ6, DSCR4","cg16001495;cg00698204","Control"
"chr21",44037324,44037470,0.999653957653172,0.000992212529411699,"TRAPPC10","cg01074392;cg14719752","Control"
"chr22",19116957,19117090,0.999653957653172,-0.00362898934356356,"DGCR2","cg13343253;cg09204618","Control"
"chr22",20254932,20254968,0.999653957653172,0.00983053891730604,"RTN4R","cg17654470;cg07543823","Control"
"chr22",20850288,20850308,0.999653957653172,9.54934582267678e-05,"PI4KA","cg19711553;cg16469441","Control"
"chr22",23745076,23745131,0.999653957653172,-0.00422206661167949,"ZNF70","cg05708544;cg22119665","Control"
"chr22",38485720,38485757,0.999653957653172,0.0133334481641092,"DDX17","cg22817638;cg10531073","Control"
"chr22",40440742,40440766,0.999653957653172,0.000346528575021314,"MRTFA","cg14922895;cg19131049","Control"
"chr22",43503706,43504209,0.999653957653172,0.00156143793691383,"MPPED1","cg09314149;cg10602271","Control"
"chr22",43821029,43821115,0.999653957653172,-0.00068883049872127,NA,"cg09850478;cg14239351","Control"
"chr22",49376518,49376628,0.999653957653172,0.00695815375106568,"AC207130.1","cg00182256;cg11515115","Control"
"chr1",847816,848409,0.999653957653172,0.0058666538886048,"LINC01128","cg12549180;cg11851804;cg06623778","Control"
"chr1",3426422,3426532,0.999653957653172,0.000576510144927509,"PRDM16","cg08036524;cg21212196;cg01941754","Control"
"chr1",20141662,20141781,0.999653957653172,-0.0005214687601592,"PLA2G2F","cg04994456;cg23214395;cg05393025","Control"
"chr1",150947896,150948024,0.999653957653172,0.00864113631059957,"SETDB1","cg18611122;cg22012583;cg13073141","Control"
"chr1",156611194,156611574,0.999653957653172,-8.22215089514068e-05,NA,"cg12664038;cg14423692;cg02599463","Control"
"chr1",204950701,204951166,0.999653957653172,-0.00181250597101442,"NFASC","cg04905877;cg24683255;cg20063963","Control"
"chr2",8597389,8597923,0.999653957653172,0.00825332503438475,NA,"cg09590377;cg10453602;cg21917740","Control"
"chr2",46926272,46926842,0.999653957653172,0.00331823306081274,"TTC7A, MCFD2","cg07897193;cg27496793;cg03651680","Control"
"chr2",60808464,60809217,0.999653957653172,0.000716473976129626,NA,"cg04091898;cg09672440;cg23685151","Control"
"chr2",73114919,73115011,0.999653957653172,0.00033046328218244,"AC010913.1, RAB11FIP5","cg25655069;cg15253672;cg04665639","Control"
"chr2",73871782,73871855,0.999653957653172,-0.0014395579141801,"STAMBP","cg00158434;cg18280962;cg07208825","Control"
"chr2",74942436,74942655,0.999653957653172,-0.000635792652173913,"LINC01293","cg25253773;cg09926949;cg04089111","Control"
"chr2",119610113,119610605,0.999653957653172,-0.00138658519749929,"CFAP221","cg12962078;cg08138685;cg17342925","Control"
"chr2",128144817,128145435,0.999653957653172,-0.000276863805058253,"UGGT1","cg21359254;cg02284982;cg00478692","Control"
"chr2",131975750,131975771,0.999653957653172,0.00441251131003114,"AJ239322.1","cg22830663;cg25801300;cg16745086","Control"
"chr2",157199345,157199486,0.999653957653172,0.000199493298664394,NA,"cg24023498;cg19878911;cg15369144","Control"
"chr2",208632832,208633331,0.999653957653172,0.0108841143674339,"PTH2R","cg15262317;cg16688437;cg06697829","Control"
"chr2",219646114,219646372,0.999653957653172,-0.00279573866211989,NA,"cg22707705;cg03460682;cg01872077","Control"
"chr2",241373820,241374411,0.999653957653172,-0.000240425895424822,"FARP2","cg02653521;cg10764101;cg17234415","Control"
"chr3",30648819,30649017,0.999653957653172,-0.00030184526342711,"TGFBR2","cg15270950;cg19408535;cg03256955","Control"
"chr3",48723638,48723701,0.999653957653172,-0.000194210977266269,"IP6K2","cg04244987;cg03547606;cg11704396","Control"
"chr3",134083080,134083158,0.999653957653172,0.00109166255527139,"RYK","cg05304177;cg03304815;cg16371082","Control"
"chr3",148664701,148664839,0.999653957653172,0.0158677962236431,NA,"cg02959725;cg02605996;cg26188543","Control"
"chr3",193776047,193776187,0.999653957653172,-0.000375742707303217,"AC069421.3","cg22844232;cg08478709;cg04889072","Control"
"chr3",195536485,195536834,0.999653957653172,0.0106583908687126,"PPP1R2","cg09330885;cg04332433;cg10960354","Control"
"chr4",7789542,7790161,0.999653957653172,0.00400479859306619,"AFAP1","cg27326882;cg14595558;cg04751533","Control"
"chr4",22636203,22636672,0.999653957653172,0.00550774869963053,NA,"cg24512731;cg01453391;cg20600051","Control"
"chr4",41867517,41867562,0.999653957653172,0.0027263690892299,NA,"cg26871372;cg16647921;cg11028201","Control"
"chr4",42401056,42401214,0.999653957653172,0.00440453054788292,"SHISA3","cg07959574;cg05603881;cg04130163","Control"
"chr4",174912178,174912278,0.999653957653172,-0.00491169264279626,"ADAM29","cg00404717;cg12519676;cg21026199","Control"
"chr5",624395,625069,0.999653957653172,-0.00046497391247505,"CEP72","cg12991127;cg06031309;cg17617714","Control"
"chr5",1005292,1005799,0.999653957653172,0.00471468535663544,"AC116351.2","cg06464369;cg01664108;cg04479713","Control"
"chr5",3181925,3182108,0.999653957653172,0.0236368024842284,NA,"cg18894214;cg06976144;cg10463207","Control"
"chr5",6756208,6756273,0.999653957653172,0.00214170512020467,"TENT4A","cg19415852;cg08832723;cg08327705","Control"
"chr5",40834228,40834691,0.999653957653172,-0.0031444226993464,"RPL37","cg15130459;cg24787076;cg11498652","Control"
"chr5",80256371,80256664,0.999653957653172,0.0019908689940324,NA,"cg08757742;cg15646817;cg09952204","Control"
"chr5",110560372,110560587,0.999653957653172,-0.00150408636743393,"TMEM232","cg05497616;cg08264699;cg01104045","Control"
"chr5",179050530,179050688,0.999653957653172,0.000143848069053708,NA,"cg03992230;cg10666628;cg10615990","Control"
"chr6",32411067,32411144,0.999653957653172,0.0087488552713839,NA,"cg25645491;cg03046001;cg06968241","Control"
"chr6",32822911,32823116,0.999653957653172,-0.00298681773799374,"AL669918.1, TAP2","cg07156249;cg03465320;cg16853860","Control"
"chr6",41436795,41437908,0.999653957653172,0.00498318881017342,NA,"cg06487893;cg00690968;cg13050058","Control"
"chr6",106440215,106440910,0.999653957653172,0.00184609155981811,"CRYBG1","cg20331609;cg27330824;cg17624536","Control"
"chr6",130342381,130342630,0.999653957653172,-0.000725376102017631,"SAMD3","cg21172159;cg14084435;cg24214379","Control"
"chr6",143247772,143248085,0.999653957653172,0.00189317040892299,"AIG1","cg21489622;cg11640756;cg01202751","Control"
"chr6",150067614,150067644,0.999653957653172,0.0014336218226769,"ULBP3","cg25124223;cg07701084;cg13206674","Control"
"chr6",160183101,160183160,0.999653957653172,0.00288672466098323,"SLC22A2","cg24683514;cg24224803;cg05879334","Control"
"chr6",166571782,166571880,0.999653957653172,0.00262349637226483,"RPS6KA2","cg25337124;cg08633560;cg25414597","Control"
"chr6",168196351,168197177,0.999653957653172,0.00663262328189828,"AL611929.1","cg03298716;cg05733780;cg16001811","Control"
"chr6",168517728,168517792,0.999653957653172,-0.00131876692270534,"SMOC2","cg18018913;cg05301124;cg04213854","Control"
"chr6",170239089,170239250,0.999653957653172,0.00332309386302921,NA,"cg00759420;cg02746340;cg03670369","Control"
"chr7",644302,644819,0.999653957653172,0.00865015493321963,"PRKAR1B","cg05167561;cg06728793;cg17602444","Control"
"chr7",1709263,1709580,0.999653957653172,-0.000277855332764985,"ELFN1","cg17475110;cg18500431;cg03383295","Control"
"chr7",1782577,1782755,0.999653957653172,0.0009619832082978,NA,"cg27165456;cg07213202;cg25706012","Control"
"chr7",8474544,8475484,0.999653957653172,0.00643401125319693,"NXPH1","cg03099208;cg02124383;cg13578408","Control"
"chr7",27702730,27702796,0.999653957653172,-0.000753541478260868,NA,"cg21874514;cg03792199;cg01065605","Control"
"chr7",63391463,63392278,0.999653957653172,0.011491551026428,"AC073188.4","cg07158230;cg13115376;cg12400861","Control"
"chr7",73082340,73082469,0.999653957653172,-0.00347548018698494,"SPDYE9","cg13662144;cg22999427;cg26057283","Control"
"chr7",101961796,101962123,0.999653957653172,0.0226007592225064,"CUX1, AC005072.1","cg24707573;cg17190891;cg08952306","Control"
"chr7",142490932,142490980,0.999653957653172,-0.00015503955186133,NA,"cg18279751;cg00124160;cg05170071","Control"
"chr7",155640537,155640784,0.999653957653172,-0.00420531409491331,"AC009403.2, AC009403.1","cg01987393;cg15836427;cg15992648","Control"
"chr7",157216599,157216893,0.999653957653172,-0.000945137346405238,"UBE3C","cg04369350;cg25516823;cg17920744","Control"
"chr8",1248957,1249158,0.999653957653172,0.00315602136970731,"DLGAP2","cg10952063;cg14479709;cg11500569","Control"
"chr8",27450748,27450844,0.999653957653172,0.0120763009229895,"PTK2B","cg24794833;cg13879655;cg04803944","Control"
"chr8",55382901,55383951,0.999653957653172,-0.00478305547513498,"XKR4","cg02541778;cg27027827;cg07516742","Control"
"chr8",61626185,61626832,0.999653957653172,-0.0104532518678602,"ASPH","cg02796478;cg12844324;cg20648501","Control"
"chr8",66546079,66546317,0.999653957653172,0.000541139469735723,NA,"cg13398993;cg10706266;cg13580096","Control"
"chr8",68256159,68256273,0.999653957653172,0.00272899897811879,NA,"cg22403471;cg13626774;cg07773022","Control"
"chr8",80680899,80681213,0.999653957653172,-0.00204383912361467,"ZNF704","cg04249769;cg19594822;cg24785532","Control"
"chr8",80942618,80942699,0.999653957653172,-0.000246913046319977,NA,"cg02595263;cg26434225;cg24468444","Control"
"chr8",82754387,82754497,0.999653957653172,0.00303037368087525,"AC060765.2","cg23324259;cg17211192;cg27398817","Control"
"chr8",87355098,87355871,0.999653957653172,0.000630383251491901,"CNBD1","cg20096481;cg21254470;cg14559774","Control"
"chr8",91997001,91997553,0.999653957653172,-0.00224438860187553,"RUNX1T1","cg01676962;cg23937816;cg26607758","Control"
"chr8",142276287,142276533,0.999653957653172,0.0124195511454959,"TSNARE1","cg13340765;cg25461290;cg04597393","Control"
"chr8",144692190,144692268,0.999653957653172,0.000814373072179599,NA,"cg17879709;cg14837817;cg15555727","Control"
"chr8",144952929,144953784,0.999653957653172,0.00186781970048308,NA,"cg18153977;cg24337140;cg17250537","Control"
"chr9",11618265,11618691,0.999653957653172,0.00118313949928958,"AL353595.1, AL592227.1","cg04232681;cg14082959;cg14390656","Control"
"chr9",100747559,100748520,0.999653957653172,0.00304678473259446,NA,"cg13719746;cg00422488;cg14277403","Control"
"chr9",126101872,126102244,0.999653957653172,-0.0174768941423699,"AL589923.1","cg13871695;cg03074421;cg13699650","Control"
"chr9",139023972,139024872,0.999653957653172,0.0042872669309463,NA,"cg01396138;cg04026492;cg01781867","Control"
"chr10",2931961,2932076,0.999653957653172,0.00338175493037797,NA,"cg04229986;cg13755777;cg25093954","Control"
"chr10",7709639,7709848,0.999653957653172,0.00386118588348963,"ITIH2","cg25575628;cg10119075;cg01382938","Control"
"chr10",23487758,23488272,0.999653957653172,0.00187896252912761,"AL512603.2","cg03319479;cg00620062;cg00824767","Control"
"chr10",23727572,23727984,0.999653957653172,0.00331638306734869,"KIAA1217","cg00762662;cg16676551;cg09882128","Control"
"chr10",43762670,43763042,0.999653957653172,0.00519310378772382,NA,"cg06655623;cg14845216;cg07871503","Control"
"chr10",77190437,77191098,0.999653957653172,0.00453657200341006,"KCNMA1","cg04759376;cg00143643;cg26900934","Control"
"chr10",95753828,95754256,0.999653957653172,-0.000229525425689117,"ENTPD1, ENTPD1-AS1","cg16986921;cg16976662;cg03088791","Control"
"chr10",102791928,102792249,0.999653957653172,-0.000238845980107987,"WBP1L","cg23400883;cg26582768;cg06154084","Control"
"chr10",126077595,126077794,0.999653957653172,0.000934155583120202,"ADAM12","cg16598977;cg00023233;cg20192527","Control"
